Airline,Source,Destination,Total_Stops,Additional_Info,Price,Date_of_Journey_Day,Date_of_Journey_Month,Date_of_Journey_Year,Dep_Time_Hour,Dep_Time_Minute,Arrival_Time_Hour,Arrival_Time_Minute,Duration_Hour,Duration_Minute
10,3,3,2,1,10844.0,21,5,2019,21,10,19,50,22,40
3,1,1,0,0,4392.0,24,5,2019,12,0,13,30,1,30
7,2,2,0,0,6961.0,27,5,2019,17,0,19,45,2,45
7,4,4,2,0,8907.0,18,5,2019,9,45,23,0,13,15
3,4,4,2,0,6442.0,15,6,2019,8,35,22,30,13,55
10,3,3,2,1,8586.0,15,5,2019,14,5,23,35,9,30
7,4,4,1,0,13486.0,15,5,2019,12,55,19,15,30,20
7,1,1,0,0,3100.0,6,6,2019,19,30,20,45,1,15
10,4,4,1,1,15812.0,6,3,2019,17,55,4,25,34,30
7,4,4,0,0,5201.0,24,4,2019,18,5,21,10,3,5
3,4,4,1,0,9413.0,3,3,2019,7,35,21,20,13,45
7,4,4,1,0,13591.0,6,6,2019,20,15,19,15,23,0
10,1,1,0,0,5678.0,1,6,2019,2,55,4,20,1,25
7,2,2,2,0,6781.0,3,3,2019,8,15,23,10,14,55
10,2,2,2,1,7832.0,21,3,2019,18,40,11,25,16,45
10,4,4,2,1,14053.0,9,3,2019,16,0,18,50,26,50
10,3,3,2,1,10703.0,9,5,2019,20,25,9,45,13,20
8,4,4,2,0,13727.0,15,5,2019,17,30,1,30,8,0
8,4,4,2,0,7408.0,24,6,2019,13,0,21,0,8,0
10,2,2,2,0,20800.0,1,3,2019,14,5,11,25,21,20
7,4,4,1,0,11911.0,3,6,2019,13,20,7,40,18,20
5,2,2,0,0,5403.0,3,4,2019,7,0,9,40,2,40
10,3,3,2,1,13469.0,6,6,2019,9,35,19,10,9,35
10,4,4,1,1,11270.0,6,6,2019,21,25,12,35,15,10
2,4,4,2,0,6152.0,24,6,2019,20,45,6,35,9,50
10,4,4,2,0,12452.0,27,3,2019,8,0,4,25,20,25
10,3,3,2,1,10844.0,15,5,2019,16,30,16,20,23,50
3,4,4,2,0,8216.0,18,5,2019,11,55,22,30,10,35
10,3,3,2,0,13626.0,12,6,2019,6,30,19,50,13,20
8,4,4,1,0,7084.0,6,3,2019,7,5,21,20,14,15
8,4,4,2,0,7575.0,9,5,2019,4,55,19,15,14,20
7,2,2,2,0,6781.0,3,3,2019,8,15,8,50,24,35
10,2,2,0,1,6478.0,6,6,2019,7,10,10,10,3,0
1,1,1,0,2,2385.0,15,3,2019,5,45,7,5,1,20
8,4,4,2,0,9385.0,18,5,2019,13,0,21,0,8,0
4,2,2,0,0,5048.0,18,4,2019,7,45,10,40,2,55
3,4,4,2,0,5058.0,12,6,2019,20,25,1,30,5,5
9,4,4,2,0,11269.0,21,3,2019,6,0,13,20,7,20
8,4,4,2,0,7363.0,9,4,2019,19,0,1,30,6,30
7,4,4,1,0,11762.0,9,3,2019,21,30,19,15,21,45
10,4,4,2,0,15764.0,6,3,2019,15,5,4,25,13,20
10,4,4,2,1,10262.0,12,6,2019,10,0,4,25,18,25
10,4,4,1,1,10919.0,3,6,2019,14,35,12,35,22,0
10,4,4,2,1,10262.0,15,6,2019,17,30,19,0,25,30
7,3,3,1,0,11883.0,6,5,2019,5,50,23,15,17,25
1,3,3,0,0,3847.0,21,3,2019,22,20,0,40,2,20
10,1,1,0,0,5678.0,12,6,2019,19,35,21,5,1,30
5,3,3,2,0,8662.0,12,5,2019,7,10,22,40,15,30
10,4,4,2,1,12898.0,27,5,2019,14,0,4,25,14,25
1,2,2,0,0,4423.0,12,5,2019,21,10,0,5,2,55
7,4,4,2,0,8991.0,12,6,2019,17,40,8,15,14,35
1,4,4,2,0,5409.0,15,5,2019,17,55,22,50,4,55
3,4,4,2,0,6442.0,27,4,2019,8,35,16,10,7,35
7,3,3,1,0,9941.0,24,5,2019,12,0,21,50,9,50
3,4,4,1,0,6494.0,21,3,2019,6,40,21,20,14,40
8,4,4,2,0,7198.0,24,6,2019,17,0,1,30,8,30
1,2,2,0,0,7110.0,9,3,2019,5,45,8,35,2,50
10,2,2,2,1,11087.0,12,3,2019,18,55,9,30,14,35
3,3,3,0,0,4804.0,9,5,2019,20,20,22,55,2,35
3,2,2,0,0,4823.0,15,6,2019,7,10,10,5,2,55
10,3,3,2,0,14151.0,12,5,2019,9,35,19,10,9,35
8,4,4,2,1,10791.0,27,6,2019,6,0,19,0,13,0
5,3,3,2,0,7980.0,1,4,2019,7,10,9,5,25,55
7,4,4,2,0,6587.0,27,4,2019,5,15,6,50,25,35
5,0,0,0,0,3687.0,6,5,2019,7,5,9,20,2,15
7,4,4,1,0,13307.0,15,5,2019,18,45,19,15,24,30
7,1,1,0,0,2050.0,24,3,2019,15,0,16,25,1,25
8,4,4,2,0,10197.0,9,5,2019,9,0,19,0,10,0
5,2,2,0,0,4668.0,24,6,2019,21,0,23,50,2,50
3,2,2,0,0,4990.0,24,5,2019,13,0,15,50,2,50
3,1,1,0,0,4049.0,24,5,2019,6,25,7,55,1,30
8,4,4,2,0,7933.0,15,6,2019,9,0,21,0,12,0
3,1,1,0,0,4049.0,6,5,2019,9,10,10,40,1,30
10,4,4,2,1,6645.0,27,3,2019,7,5,4,25,21,20
10,1,1,0,0,8040.0,18,6,2019,8,45,10,15,1,30
8,4,4,2,0,8098.0,21,3,2019,13,0,1,35,12,35
10,4,4,2,1,10262.0,3,6,2019,2,15,19,0,16,45
10,2,2,2,0,12284.0,18,3,2019,18,40,7,40,13,0
10,4,4,2,1,10262.0,3,6,2019,15,0,19,0,28,0
3,2,2,0,0,4990.0,12,4,2019,20,0,22,50,2,50
7,2,2,1,0,12568.0,18,3,2019,17,25,10,35,17,10
10,3,3,2,1,11841.0,6,5,2019,14,5,23,35,9,30
10,4,4,2,0,18371.0,15,6,2019,2,15,12,35,10,20
1,2,2,2,0,23267.0,1,3,2019,10,20,18,15,7,55
10,3,3,2,0,13067.0,1,5,2019,9,35,23,35,14,0
3,0,0,0,0,5277.0,21,6,2019,22,5,0,25,2,20
7,4,4,1,0,13879.0,27,5,2019,17,15,7,40,14,25
3,3,3,0,0,4174.0,9,4,2019,17,15,19,50,2,35
7,4,4,1,0,10178.0,9,5,2019,19,45,19,15,23,30
10,4,4,1,0,13882.0,12,6,2019,11,45,4,25,16,40
5,2,2,0,0,4878.0,21,5,2019,19,30,22,15,2,45
5,2,2,0,0,4668.0,27,6,2019,9,45,12,35,2,50
10,3,3,2,1,10844.0,21,5,2019,20,0,22,35,26,35
8,4,4,2,0,7005.0,27,6,2019,8,45,21,0,12,15
10,4,4,2,1,12898.0,21,5,2019,2,15,12,35,10,20
7,4,4,2,0,9929.0,15,6,2019,3,50,19,15,15,25
10,4,4,2,0,14714.0,1,6,2019,10,0,19,0,9,0
7,4,4,0,0,6094.0,21,4,2019,5,10,8,0,2,50
10,2,2,2,0,16736.0,6,3,2019,11,40,23,0,11,20
10,2,2,0,0,7229.0,3,4,2019,11,10,14,5,2,55
8,4,4,2,0,8882.0,18,5,2019,4,55,12,35,7,40
8,4,4,2,0,10197.0,9,5,2019,8,0,19,0,11,0
3,3,3,0,0,4804.0,12,5,2019,20,20,22,55,2,35
3,4,4,2,0,13628.0,3,3,2019,7,30,13,20,5,50
5,4,4,0,0,6216.0,27,5,2019,14,40,17,50,3,10
7,4,4,2,0,7480.0,21,5,2019,5,15,6,50,25,35
7,3,3,2,0,11936.0,12,6,2019,10,0,16,15,6,15
1,0,0,0,0,3859.0,18,3,2019,8,20,10,35,2,15
10,3,3,2,1,8586.0,12,5,2019,20,0,10,5,14,5
5,2,2,0,0,21730.0,1,3,2019,21,10,0,5,2,55
3,4,4,2,0,6628.0,1,6,2019,17,10,1,30,8,20
7,3,3,1,0,10151.0,1,5,2019,12,0,7,55,19,55
10,3,3,2,0,11467.0,21,5,2019,17,0,14,25,21,25
3,4,4,2,0,7010.0,15,6,2019,5,10,10,5,4,55
10,2,2,0,0,7229.0,3,4,2019,17,45,20,45,3,0
3,2,2,0,0,8033.0,9,3,2019,13,10,16,10,3,0
10,2,2,0,0,7229.0,18,5,2019,11,10,14,5,2,55
3,3,3,2,0,6911.0,9,6,2019,21,0,2,15,5,15
10,4,4,1,0,14300.0,27,6,2019,20,0,19,0,23,0
7,3,3,1,0,13033.0,9,6,2019,7,0,1,20,18,20
3,2,2,0,0,3943.0,24,5,2019,4,0,6,50,2,50
1,2,2,0,0,6205.0,9,3,2019,9,35,12,30,2,55
3,4,4,2,0,14871.0,6,3,2019,11,30,21,0,9,30
10,1,1,0,0,5678.0,18,5,2019,2,55,4,20,1,25
8,4,4,2,0,16108.0,1,6,2019,11,30,19,15,7,45
10,2,2,2,0,17261.0,6,3,2019,20,35,9,30,12,55
1,2,2,0,0,3311.0,12,5,2019,5,55,8,35,2,40
3,3,3,0,0,4174.0,12,4,2019,11,30,14,5,2,35
3,2,2,0,0,4823.0,9,6,2019,16,55,19,45,2,50
7,2,2,2,0,8425.0,9,3,2019,22,0,13,20,15,20
10,2,2,0,0,7229.0,15,5,2019,11,10,14,5,2,55
4,4,4,2,0,5281.0,9,6,2019,10,35,19,35,9,0
10,4,4,2,0,17549.0,9,3,2019,8,0,4,25,20,25
8,4,4,2,0,13797.0,3,6,2019,8,0,21,0,13,0
3,2,2,0,0,4823.0,12,4,2019,8,30,11,20,2,50
7,4,4,2,0,7258.0,3,6,2019,17,40,9,35,15,55
8,4,4,2,0,18192.0,3,3,2019,12,50,1,35,12,45
7,3,3,1,0,13899.0,1,5,2019,10,0,5,25,19,25
10,3,3,2,1,10844.0,9,5,2019,14,5,20,45,6,40
10,3,3,2,0,14151.0,12,5,2019,9,35,9,45,24,10
8,4,4,2,0,15147.0,6,3,2019,15,15,1,35,10,20
4,2,2,0,0,3898.0,15,6,2019,7,45,10,40,2,55
3,4,4,2,0,6818.0,15,5,2019,5,5,16,10,11,5
10,3,3,2,0,14781.0,15,5,2019,16,30,12,0,19,30
2,3,3,1,0,5192.0,21,5,2019,15,10,23,30,8,20
10,4,4,1,0,14441.0,27,6,2019,5,30,12,35,7,5
10,3,3,2,0,14151.0,24,5,2019,20,25,21,5,24,40
3,3,3,2,0,4226.0,18,5,2019,19,35,23,15,3,40
7,4,4,1,0,13381.0,27,5,2019,20,15,19,15,23,0
8,4,4,2,0,10678.0,15,6,2019,4,55,19,0,14,5
10,4,4,2,0,12242.0,27,3,2019,11,30,18,50,7,20
10,1,1,0,1,4995.0,21,6,2019,2,55,4,20,1,25
10,4,4,2,1,10262.0,1,6,2019,20,55,4,25,7,30
1,3,3,0,2,3841.0,15,4,2019,22,20,0,40,2,20
10,3,3,2,1,9663.0,9,5,2019,20,0,12,0,16,0
3,3,3,0,0,5224.0,18,4,2019,11,30,14,5,2,35
8,4,4,2,0,14533.0,18,5,2019,7,5,19,15,12,10
1,1,1,0,0,2017.0,24,5,2019,22,45,0,15,1,30
10,2,2,0,1,5769.0,12,6,2019,18,55,22,0,3,5
8,4,4,2,0,11622.0,21,3,2019,10,45,18,50,8,5
3,2,2,0,0,4823.0,3,4,2019,18,55,21,50,2,55
10,2,2,2,1,7832.0,21,3,2019,14,5,11,25,21,20
8,4,4,2,0,9001.0,24,6,2019,7,30,19,15,11,45
3,1,1,0,0,2754.0,27,6,2019,12,0,13,30,1,30
10,2,2,0,0,7229.0,24,5,2019,7,10,10,10,3,0
3,4,4,2,0,6937.0,9,3,2019,21,5,1,45,4,40
7,3,3,1,0,13033.0,6,6,2019,10,0,1,20,15,20
1,2,2,0,0,3625.0,3,5,2019,5,55,8,35,2,40
10,4,4,1,0,13292.0,27,6,2019,21,25,19,0,21,35
7,2,2,1,0,12778.0,12,3,2019,8,50,10,15,25,25
1,3,3,0,2,3841.0,1,6,2019,14,55,17,25,2,30
3,1,1,0,0,2227.0,18,3,2019,21,20,22,45,1,25
1,3,3,2,0,6171.0,9,5,2019,8,35,17,15,8,40
7,3,3,1,0,10676.0,12,5,2019,12,0,7,55,19,55
10,4,4,1,0,13014.0,24,6,2019,19,30,12,35,17,5
3,1,1,0,0,2754.0,18,3,2019,2,30,4,0,1,30
7,4,4,1,0,8367.0,27,3,2019,17,15,7,40,14,25
10,4,4,2,1,5177.0,3,4,2019,2,15,4,25,26,10
1,3,3,0,0,4174.0,18,4,2019,17,10,19,40,2,30
8,4,4,2,0,9794.0,15,5,2019,8,45,19,0,10,15
8,4,4,2,0,10486.0,27,5,2019,9,45,16,10,6,25
8,4,4,2,0,15058.0,21,5,2019,8,0,19,15,11,15
3,3,3,0,0,4804.0,27,4,2019,22,15,0,50,2,35
10,4,4,2,0,17024.0,6,3,2019,16,0,19,45,27,45
4,3,3,2,0,8855.0,12,5,2019,16,40,0,15,7,35
7,4,4,2,0,8372.0,9,6,2019,21,0,7,40,10,40
10,1,1,0,1,4050.0,24,6,2019,2,55,4,20,1,25
10,2,2,0,0,7229.0,12,5,2019,11,10,14,5,2,55
1,1,1,0,2,2385.0,18,3,2019,5,45,7,5,1,20
4,2,2,0,0,3898.0,24,6,2019,11,40,14,30,2,50
3,2,2,0,0,6860.0,3,3,2019,1,30,4,15,2,45
1,4,4,2,0,6749.0,27,5,2019,6,5,11,20,5,15
7,3,3,1,0,15107.0,21,5,2019,14,30,23,15,8,45
10,4,4,1,1,10368.0,15,6,2019,9,40,4,25,18,45
10,2,2,2,1,7832.0,21,3,2019,7,0,21,20,14,20
1,1,1,0,2,2385.0,27,5,2019,13,15,14,45,1,30
3,3,3,0,0,4804.0,24,6,2019,14,25,16,55,2,30
7,4,4,1,0,8236.0,21,3,2019,16,40,19,15,26,35
3,4,4,2,0,6416.0,27,3,2019,11,30,21,0,9,30
10,4,4,2,1,10262.0,9,6,2019,11,30,19,0,7,30
10,4,4,2,0,14714.0,9,6,2019,22,50,19,0,20,10
1,3,3,2,0,7646.0,1,4,2019,15,55,21,25,5,30
7,4,4,2,0,7480.0,1,6,2019,20,40,9,25,12,45
5,0,0,0,0,11982.0,27,5,2019,17,45,20,5,2,20
8,4,4,2,0,8309.0,18,5,2019,10,35,19,15,8,40
10,4,4,1,1,13344.0,9,6,2019,5,30,12,35,7,5
7,3,3,2,0,4227.0,1,4,2019,19,0,9,50,14,50
7,4,4,1,0,9706.0,21,3,2019,12,0,7,40,19,40
1,1,1,0,0,2017.0,6,5,2019,13,15,14,45,1,30
3,4,4,2,0,6442.0,12,6,2019,8,35,22,30,13,55
10,2,2,0,0,8016.0,15,6,2019,18,55,22,0,3,5
3,4,4,2,0,5298.0,1,4,2019,6,50,12,10,5,20
5,2,2,0,0,4878.0,21,5,2019,17,0,19,35,2,35
10,4,4,2,1,10262.0,24,6,2019,14,0,4,25,14,25
3,3,3,2,0,4176.0,12,5,2019,4,50,9,50,5,0
3,4,4,2,0,5883.0,15,6,2019,11,25,1,30,14,5
8,4,4,2,0,12717.0,6,6,2019,10,0,19,0,9,0
3,0,0,0,0,3850.0,12,5,2019,7,55,10,15,2,20
3,0,0,0,0,3597.0,27,5,2019,19,35,21,55,2,20
1,1,1,0,2,2175.0,9,5,2019,13,15,14,45,1,30
2,2,2,0,0,7080.0,12,4,2019,23,55,2,45,2,50
10,3,3,2,1,8849.0,1,4,2019,21,10,8,15,11,5
10,3,3,2,1,9899.0,12,6,2019,8,25,19,50,11,25
5,2,2,0,0,4878.0,15,6,2019,7,0,9,40,2,40
8,4,4,2,0,7787.0,9,5,2019,7,30,19,15,11,45
1,0,0,0,0,3597.0,3,5,2019,17,45,20,5,2,20
4,4,4,2,0,5281.0,1,4,2019,10,35,19,35,9,0
5,3,3,2,0,9345.0,15,5,2019,20,20,18,50,22,30
3,4,4,2,0,6442.0,24,6,2019,11,55,22,30,10,35
3,4,4,2,0,6838.0,6,6,2019,9,15,21,0,11,45
1,0,0,0,0,3597.0,3,6,2019,17,45,20,5,2,20
1,1,1,0,0,3173.0,21,3,2019,5,45,7,5,1,20
8,4,4,2,0,13377.0,3,6,2019,18,15,1,30,7,15
10,3,3,2,1,9314.0,9,5,2019,20,25,18,0,21,35
8,4,4,2,0,9856.0,9,3,2019,13,15,22,20,9,5
7,4,4,2,0,8372.0,21,5,2019,8,0,19,15,11,15
10,3,3,2,1,7064.0,1,4,2019,18,55,18,15,23,20
3,3,3,0,0,4804.0,1,5,2019,22,15,0,50,2,35
10,4,4,1,1,13029.0,27,5,2019,5,30,19,0,13,30
3,4,4,2,0,7640.0,24,5,2019,14,20,22,30,8,10
10,2,2,2,0,22270.0,1,3,2019,8,0,15,15,7,15
7,2,2,0,0,4441.0,1,4,2019,21,5,23,55,2,50
10,4,4,2,1,12898.0,27,5,2019,9,0,4,25,19,25
10,3,3,2,1,7064.0,1,4,2019,18,55,16,20,21,25
10,3,3,2,1,10844.0,9,6,2019,8,25,20,45,12,20
1,3,3,0,0,4174.0,9,6,2019,9,0,11,25,2,25
10,3,3,2,1,8529.0,12,6,2019,16,30,20,45,28,15
3,2,2,0,0,3625.0,21,5,2019,22,10,1,0,2,50
3,2,2,0,0,3419.0,21,5,2019,0,30,3,25,2,55
3,0,0,0,0,3850.0,24,5,2019,5,15,7,40,2,25
7,3,3,1,0,12802.0,24,5,2019,16,50,13,45,20,55
1,4,4,2,0,9748.0,6,3,2019,15,55,21,55,6,0
3,4,4,2,0,6104.0,3,6,2019,17,10,1,30,8,20
3,2,2,0,0,3943.0,21,6,2019,21,15,0,15,3,0
3,4,4,2,0,7514.0,3,6,2019,6,50,16,10,9,20
10,2,2,0,0,18308.0,6,3,2019,19,55,22,35,2,40
7,1,1,1,0,17327.0,6,3,2019,21,10,16,55,4,15
7,4,4,1,0,8892.0,27,3,2019,13,5,7,40,18,35
8,4,4,2,0,9794.0,27,5,2019,10,20,19,0,8,40
3,2,2,0,0,4423.0,1,4,2019,0,30,3,25,2,55
10,3,3,2,1,10844.0,24,5,2019,20,0,20,45,24,45
10,4,4,2,0,15554.0,9,5,2019,18,15,19,0,24,45
5,0,0,0,0,11982.0,1,5,2019,17,45,20,5,2,20
3,1,1,0,0,4049.0,3,6,2019,6,25,7,55,1,30
3,3,3,0,0,5618.0,24,3,2019,14,20,16,55,2,35
7,4,4,1,0,13591.0,27,6,2019,20,15,19,15,23,0
8,4,4,2,0,9508.0,27,5,2019,10,0,1,30,15,30
1,0,0,0,2,3543.0,18,6,2019,9,45,12,0,2,15
10,2,2,0,0,7229.0,18,4,2019,18,55,22,0,3,5
5,2,2,0,0,4668.0,18,6,2019,11,30,14,20,2,50
10,3,3,2,0,14388.0,21,5,2019,14,5,10,5,20,0
10,3,3,2,1,10844.0,15,5,2019,18,55,12,0,17,5
7,4,4,2,0,7690.0,9,6,2019,20,40,9,25,12,45
10,3,3,2,0,13067.0,21,5,2019,9,35,9,45,24,10
1,1,1,0,2,1965.0,3,4,2019,5,45,7,15,1,30
10,4,4,2,0,16289.0,9,3,2019,16,0,18,50,26,50
7,3,3,2,0,10203.0,12,5,2019,20,30,8,55,12,25
10,3,3,2,0,15149.0,6,5,2019,14,5,23,35,9,30
5,3,3,2,0,9345.0,21,5,2019,17,0,23,25,6,25
1,1,1,0,0,2017.0,18,5,2019,5,45,7,15,1,30
5,3,3,2,0,9345.0,15,5,2019,7,10,23,25,16,15
7,3,3,2,0,6528.0,6,5,2019,14,35,15,20,24,45
8,4,4,2,0,15603.0,3,3,2019,7,0,13,20,6,20
10,4,4,1,0,13376.0,24,6,2019,6,45,4,25,21,40
1,4,4,2,0,5583.0,27,6,2019,6,5,11,20,5,15
10,4,4,2,1,10577.0,9,6,2019,16,0,19,0,27,0
7,4,4,1,0,10651.0,15,5,2019,12,0,7,40,19,40
10,3,3,2,1,7594.0,12,6,2019,14,5,4,40,14,35
2,3,3,2,0,6857.0,1,5,2019,6,50,10,30,3,40
3,2,2,0,0,4423.0,27,4,2019,13,0,15,50,2,50
10,4,4,1,1,13344.0,12,6,2019,5,30,12,35,7,5
1,2,2,0,0,3971.0,27,4,2019,21,10,0,5,2,55
10,4,4,2,0,18371.0,24,6,2019,9,0,19,0,10,0
10,4,4,1,1,6643.0,27,3,2019,19,10,4,25,33,15
8,4,4,2,0,15077.0,6,3,2019,11,30,19,15,7,45
7,2,2,0,0,6121.0,1,5,2019,10,0,12,45,2,45
1,1,1,0,0,5755.0,3,3,2019,13,10,14,30,1,20
7,4,4,2,0,4487.0,9,4,2019,20,40,9,25,12,45
1,4,4,2,2,5158.0,21,5,2019,8,45,13,15,4,30
10,3,3,2,1,8586.0,1,5,2019,20,0,4,40,8,40
7,1,1,0,0,3100.0,1,6,2019,6,20,7,40,1,20
10,1,1,0,1,3210.0,9,5,2019,2,55,4,20,1,25
10,4,4,2,1,12373.0,9,5,2019,19,15,12,35,17,20
8,4,4,2,0,15135.0,3,3,2019,6,40,18,50,12,10
10,4,4,1,0,13292.0,27,6,2019,5,30,19,0,13,30
1,1,1,0,0,2017.0,6,6,2019,13,15,14,45,1,30
10,4,4,1,1,10919.0,12,6,2019,14,35,12,35,22,0
5,1,1,2,0,12395.0,6,3,2019,21,55,22,55,25,0
1,0,0,0,2,3543.0,21,6,2019,9,45,12,0,2,15
10,1,1,0,1,2228.0,6,5,2019,19,35,21,5,1,30
7,4,4,1,0,8236.0,21,3,2019,19,45,19,15,23,30
2,4,4,2,0,11410.0,3,6,2019,16,45,6,35,13,50
10,4,4,1,0,15129.0,21,5,2019,23,5,12,35,13,30
4,3,3,0,0,3514.0,24,6,2019,15,20,17,55,2,35
10,3,3,2,1,13469.0,6,6,2019,9,35,21,5,11,30
3,2,2,0,0,3943.0,9,4,2019,21,15,0,15,3,0
5,2,2,0,0,7608.0,3,3,2019,21,10,0,5,2,55
7,2,2,0,0,6961.0,27,5,2019,10,0,12,45,2,45
8,4,4,2,0,12042.0,1,6,2019,9,15,19,0,9,45
11,2,2,2,7,8372.0,1,3,2019,5,45,12,25,6,40
7,2,2,1,0,9586.0,9,3,2019,10,30,21,25,10,55
1,0,0,0,2,3543.0,1,6,2019,8,20,10,35,2,15
10,4,4,1,0,13882.0,9,6,2019,9,25,12,35,27,10
10,3,3,2,0,8781.0,24,5,2019,10,20,17,35,7,15
2,3,3,1,0,5192.0,12,6,2019,15,10,23,30,8,20
3,4,4,2,0,6442.0,27,3,2019,6,40,22,20,15,40
10,4,4,2,0,15554.0,6,5,2019,22,50,12,35,13,45
10,3,3,2,1,10844.0,21,5,2019,18,55,16,20,21,25
3,1,1,0,0,2754.0,3,4,2019,12,0,13,30,1,30
8,4,4,2,0,14067.0,21,5,2019,14,0,21,0,7,0
4,4,4,2,0,5140.0,27,4,2019,7,25,13,35,6,10
3,4,4,2,0,8330.0,9,5,2019,10,35,1,30,14,55
10,1,1,0,0,5678.0,3,3,2019,19,35,21,5,1,30
10,2,2,2,1,11087.0,12,3,2019,22,55,18,25,19,30
4,2,2,0,0,18558.0,1,3,2019,20,55,23,50,2,55
3,1,1,0,0,16000.0,1,3,2019,2,30,4,0,1,30
1,2,2,0,2,3573.0,6,5,2019,21,10,0,5,2,55
8,4,4,2,0,7670.0,15,5,2019,12,50,1,30,12,40
10,4,4,1,0,12819.0,24,6,2019,23,5,19,0,19,55
5,2,2,0,0,4878.0,15,5,2019,17,0,19,35,2,35
10,4,4,1,1,11507.0,27,6,2019,21,25,19,0,21,35
2,4,4,2,0,8759.0,6,6,2019,7,55,13,25,5,30
10,4,4,2,1,10262.0,12,6,2019,17,30,19,0,25,30
7,4,4,1,0,10975.0,21,5,2019,7,5,9,25,26,20
10,4,4,2,1,10262.0,6,6,2019,19,15,4,25,9,10
8,4,4,2,1,6007.0,27,6,2019,12,50,21,0,8,10
3,0,0,0,0,3858.0,21,3,2019,11,35,14,0,2,25
3,4,4,2,0,6412.0,27,6,2019,14,20,22,30,8,10
7,3,3,0,0,6245.0,21,4,2019,14,15,16,45,2,30
7,4,4,1,0,9968.0,9,6,2019,19,45,19,15,23,30
8,4,4,2,1,18260.0,9,3,2019,2,15,12,55,10,40
3,2,2,0,0,8855.0,3,3,2019,18,25,21,20,2,55
10,3,3,2,1,10844.0,24,5,2019,8,25,18,15,9,50
1,0,0,0,0,3597.0,27,5,2019,8,20,10,35,2,15
10,3,3,2,0,13067.0,6,5,2019,17,0,21,5,28,5
10,2,2,2,0,13817.0,12,3,2019,16,55,10,45,17,50
7,2,2,2,0,11602.0,12,3,2019,6,45,23,15,16,30
10,3,3,2,0,13941.0,9,5,2019,16,30,18,15,25,45
10,3,3,2,0,14151.0,15,5,2019,20,25,19,10,22,45
3,2,2,0,0,3943.0,15,5,2019,4,0,6,50,2,50
10,3,3,2,1,10844.0,12,5,2019,6,30,18,15,11,45
1,1,1,0,0,2753.0,18,6,2019,5,45,7,15,1,30
10,4,4,2,0,14714.0,12,6,2019,2,15,19,0,16,45
8,4,4,2,0,9646.0,18,5,2019,7,5,16,10,9,5
10,4,4,2,0,15554.0,9,5,2019,7,5,12,35,5,30
7,2,2,1,0,13261.0,18,3,2019,10,30,17,45,7,15
10,2,2,2,1,11087.0,18,3,2019,11,40,5,5,17,25
10,4,4,1,1,11507.0,15,6,2019,5,30,19,0,13,30
8,4,4,2,0,9424.0,9,5,2019,19,0,1,30,6,30
4,2,2,0,0,4937.0,12,4,2019,11,40,14,30,2,50
1,2,2,0,2,3257.0,6,6,2019,21,10,0,5,2,55
3,2,2,0,0,4823.0,6,5,2019,8,30,11,20,2,50
3,0,0,0,0,5277.0,12,5,2019,22,5,0,25,2,20
1,3,3,0,0,3873.0,9,4,2019,17,10,19,40,2,30
10,3,3,2,1,10844.0,24,5,2019,16,30,4,40,12,10
8,4,4,2,0,7198.0,27,5,2019,17,0,1,30,8,30
7,4,4,0,0,6094.0,15,5,2019,5,10,8,0,2,50
3,2,2,0,0,3943.0,3,5,2019,6,5,8,50,2,45
3,2,2,0,0,3943.0,15,5,2019,21,15,0,15,3,0
10,3,3,2,0,12681.0,1,4,2019,20,0,12,0,16,0
5,2,2,0,0,5613.0,15,4,2019,17,0,19,35,2,35
1,3,3,0,0,3873.0,24,5,2019,9,0,11,25,2,25
10,4,4,2,1,12898.0,27,5,2019,13,0,12,35,23,35
10,4,4,1,0,15129.0,9,5,2019,5,30,4,25,22,55
1,0,0,0,0,3911.0,9,5,2019,8,20,10,35,2,15
3,4,4,0,0,6015.0,12,6,2019,21,5,0,20,3,15
10,2,2,2,0,8372.0,1,3,2019,16,55,23,0,6,5
3,4,4,2,0,5073.0,27,3,2019,20,30,1,35,5,5
3,0,0,0,0,4326.0,21,3,2019,5,15,7,35,2,20
7,4,4,1,0,9443.0,24,6,2019,16,40,19,15,26,35
10,1,1,0,0,8040.0,3,6,2019,10,20,11,50,1,30
10,2,2,0,0,7229.0,3,4,2019,6,0,8,45,2,45
3,2,2,0,0,3943.0,15,6,2019,13,0,15,50,2,50
7,2,2,3,0,14195.0,6,3,2019,12,0,23,25,11,25
10,4,4,1,0,13292.0,15,6,2019,9,35,4,25,18,50
3,3,3,0,0,4174.0,3,4,2019,11,30,14,5,2,35
10,2,2,2,0,16736.0,6,3,2019,7,0,21,20,14,20
10,2,2,0,1,5198.0,12,5,2019,6,0,8,45,2,45
8,4,4,2,0,15058.0,3,6,2019,7,5,19,15,12,10
3,4,4,2,0,5073.0,3,4,2019,10,35,15,35,5,0
8,4,4,2,0,10197.0,15,5,2019,8,0,19,0,11,0
1,0,0,0,2,3543.0,27,6,2019,17,45,20,5,2,20
10,2,2,0,1,7229.0,27,6,2019,17,45,20,45,3,0
7,4,4,1,0,10966.0,1,6,2019,12,0,7,40,19,40
10,3,3,2,1,11134.0,24,3,2019,13,55,23,25,9,30
2,3,3,0,0,3807.0,6,4,2019,22,50,1,20,2,30
7,2,2,0,0,5228.0,6,5,2019,13,20,16,10,2,50
3,0,0,0,0,3597.0,12,6,2019,14,45,17,5,2,20
